丂乗乗搒撪朸強丅=　――都内某处。
丂乧乧傢偨偟偵偼丄側傫偱偩偐暘偐傜側偄偗傟偳丄偦傟偑偲偰傕怱抧傛偔巚偊偰偟傑偭偨丅=　……不知为何，感觉那样很舒服。
搤庽乽偦偆偩埁偪傖傫丅崱擔偼媣偟傇傝偵丄堦弿偵婣傠偆偐丠乿=冬树「对了葵。今天难得，一起回家吧？」
丂搨撍偵丄搤庽偍孼偪傖傫偑傢偨偟偵惡傪妡偗傞丅=　冬树哥哥突然对我搭话。
搤庽乽偳偙偐婑偭偰偄偙偆傛丅埁偪傖傫丄壗偐怘傋偨偄丠乿=冬树「去哪里逛逛吧。葵，想吃点什么吗？」
丂偍孼偪傖傫偼偵偭偙傝偲徫偄側偑傜丄傢偨偟偵恥偹偰偒偨丅=　哥哥微笑着问我。
埁乽偍孼偪傖傫乧乧乿=葵「哥哥……」
丂搤庽偍孼偪傖傫偺婥尛偄偵婐偟偔側偭偰偟傑偄丄傢偨偟偼斵偲摨偠傛偆偵旝徫傓丅=　被冬树哥哥的体贴弄得很开心，和他一样露出微笑。
埁乽乧乧偁傝偑偲偆丅偩偗偳丄墦椂偟偲偔偹丅晹妶偵傕峴偐側偄偲偄偗側偄偟乿=葵「……谢谢。不过，我就算了。还得去参加社团活动呢」
搤庽乽偦偆偐乧乧偱傕丄戝忎晇丠乿=冬树「这样啊……但是，没问题吗？」
埁乽偆傫乿=葵「嗯」
搤庽乽偦傟偠傖丄晹妶偵峴偭偰偍偄偱丅偁丄偦偆偩丅杔傕偦偭偪偺曽偵峴偔梡帠偑偁傞偐傜丄搑拞傑偱堦弿偵峴偙偆乿=冬树「那就去参加社团活动吧。啊，对了。我也有事要去那边，一起走一段路吧」
丂偦偆尵偭偰丄搤庽偍孼偪傖傫偼傢偨偟偺庤傪庢傝丄傢偨偟傪抧柺偐傜棫偨偣偰偔傟偨丅=　说着，冬树哥哥牵起我的手，把我从地上扶了起来。
丂偦傟偐傜傢偨偟偼丄搤庽偍孼偪傖傫偵憲傜傟偰僥僯僗晹偺晹幒傑偱憲傜傟傞偙偲偵側偭偨丅=　然后，冬树哥哥送我到了网球部的部室。
丂傑偩旝偐偵恔偊偺巭傑傜側偄傢偨偟傪愭摫偟偰憲偭偰偔傟傞偍孼偪傖傫偼丄偲偰傕桪偟偄偲巚偆丅=　哥哥引导着还在微微发抖的我，真的很温柔。
丂側傫偲側偔丄傢偨偟偼偦傟偑婐偟偐偭偨丅=　不知怎的，感到很开心。
丂慜傪峴偔搤庽偍孼偪傖傫偺攚拞偼乧乧側傫偩偐戝偒偔偰棅傕偟偄丅=　走在前面的冬树哥哥的背影……不知为何显得如此高大可靠。
丂偦傫側巚偄偑摢傪夁偓偭偰偄偨傜丄偄偮偺娫偵偐傢偨偟偼偵偭偙傝偲徫偭偰偄偨丅=　这样的想法在脑海中闪过，不知不觉间嘴角已经浮现出了微笑。
丂晹妶偺帪娫偑廔椆偟偨丅=　社团活动时间结束了。
丂偮傑傝丄挿偄堦擔偑廔傢傝傪崘偘偨偺偱偁傞丅=　也就是说，漫长的一天终于宣告结束。
丂壌偼儐僯僼僅乕儉偐傜惂暈偵拝懼偊丄峑栧慜偵岦偐偭偰曕偄偰偄偨丅=　从运动服换回制服后，朝着校门口走去。
丂偡傞偲楲壓偺岦偙偆偐傜丄僥僯僗僂僃傾巔偺埁偑傗偭偰偒偨丅=　这时，从走廊那头走来一个穿着网球服的葵。
廐恖乽偍偆丄埁丅峑栧慜偱懸偭偰傞偧乿=秋人「哦，葵。我在校门口等你啊」
埁乽偁丄廐恖丅偡偖拝懼偊偰偔傞偐傜丄偦偙偱懸偭偰偰傛乿=葵「啊，秋人。我马上去换衣服，你就在那儿等我哦」
廐恖乽偊乣乣乧乿=秋人「诶～～…」
埁乽側偵傛丄偳偆偣懸偮傫偩偐傜峑栧慜偱傕偙偙偱傕摨偠偱偟傚乿=葵「怎么了，反正都要等的话，在校门口还是在这里不都一样吗」
廐恖乽傑偀乧乧偦傟傕偦偆偩偗偳偝乿=秋人「嗯……话是这么说没错」
丂乧偳偆偟偨傕偺偐側=　该怎么办呢
丂偙偙偱懸偭偰傗傞=　在这里等她
丂傗偭傁傝愭偵峴偔=　还是先过去吧
廐恖乽偄傗丄愭偵峑栧慜偵峴偭偰傞偐傜側乿=秋人「不，我先去校门前等着」
埁乽偊偊乣丄側傫偱傛丠両乿=葵「诶～，为什么啊？！」
廐恖乽偦偺曽偑媫偐偟偰傞姶偠偩傠丠乿=秋人「那样不是更能给人一种催促的感觉吗？」
埁乽側偵傛偦傟丠乿=葵「那是什么意思啊？」
廐恖乽偠傖偁側丄偁偲偱丅憗偔棃偄傛乿=秋人「那我先走了，待会见。你快点来啊」
丂偦偆尵偆偲丄曅庤傪忋偘偰偒傃偡傪曉偟偨丅=　说完，举起一只手转身离开了。
埁乽婼乕両丂埆娍両丂傂偲偱側偟乣乿=葵「鬼～！恶棍！没人性～」
丂乧乧偦偙傑偱尵偆偐丅=　……居然说到这个地步。
丂傑偁偙偙偱撍偭偐偐偭偰傕丄埁偺巚偆僣儃偩傠偆偟丄婥偵偟側偄偙偲偵偡傞丅=　算了，在这里纠缠下去也只会正中葵的下怀，还是不要在意为好。
丂壌偲偟偰偼丄懸偪姷傟偨応強偺曽偑棊偪拝偔偟丄弌棃傟偽憗偔峑撪偐傜弌偨偄偲偄偆偺傕偁傞丅=　对我来说，在熟悉的地方等待会更有安全感，而且如果可能的话也想尽快离开校内。
丂壓庤偵扴擟偵曔傑偭偰丄彫尵偱傕尵傢傟傛偆傕偺側傜嵟埆偩偟側丅=　要是不小心被班主任抓住，挨一顿说教那就糟糕了。
丂偦傫側傢偗偱丄壌偼堦恖丄壓懯敔偺暲傇尯娭岥傑偱傗偭偰棃偨丅=　就这样，一个人来到了鞋柜排列的玄关口。
丂晹妶偑廔傢偭偨偁偲偲偄偆偙偲傕偁傝丄偝偡偑偵傂偲婥偑側偄丅=　因为是社团活动结束后，果然没什么人气。
丂偲丄偦偺偲偒丅=　就在这时。
丂岦偙偆偺壓懯敔偺堿偵扤偐偺婥攝傪姶偠偨丅=　感觉到对面鞋柜的阴影处有人的气息。
廐恖乽乮傫丠丂暉堜偐乧丠乯乿=秋人「（嗯？是福井吗…？）」
丂暉堜偺傗偮偼丄偪傚偆偳埁偺孋敔偺慜偵棫偭偰偄傞丅堦懱壗傪偡傞偮傕傝偩傠偆偐乧乧丅=　福井那家伙正好站在葵的鞋柜前。到底想干什么呢……
廐恖乽傛偆丄暉堜丅側偵偟偰傫偩丠乿=秋人「哟，福井。在干嘛呢？」
丂壌偼暉堜偵惡傪妡偗傞偲丄偦偺搑抂偵栚傪傂傫攳偄偰丄旘傃忋偑傞傛偆偵嬃偄偨丅=　向福井打招呼的瞬间，他瞪大了眼睛，像是要跳起来一样吃惊。
暉堜乽傂丄傂傚傢両乿=福井「秋、秋人！」
丂偦偺攺巕偵丄暉堜偼庤偵帩偭偰偄偨晻摏偺傛偆側傕偺傪彴偵棊偲偟偰偟傑偭偨丅=　就在这时，福井手中拿着的类似信封的东西掉在了地上。
廐恖乽乧乧傫丠丂側傫偩偙傟乿=秋人「……嗯？这是什么」
丂壌偼暉堜偑棊偲偟偨晻摏傪廍偭偰傗傠偆偲庤傪偺偽偟偨丅=　伸出手想要帮福井捡起掉落的信封。
暉堜乽傂傖傢傢傢傢両乿=福井「呀哇哇哇哇！」
丂偟偐偟暉堜偼丄晛抜偺斵偐傜偼憐憸偑弌棃側偄傎偳偺晀懍側摦偒偱丄峇偰偰晻摏傪廍偄忋偘偨丅=　然而福井以平时难以想象的敏捷动作，慌忙捡起了信封。
暉堜乽側側側丄壗偱傕側偄傛偭両乿=福井「没、没、没什么！」
丂暉堜偼廍偭偨晻摏傪夰偺億働僢僩偵偟傑偄崬傓偲丄憮敀側婄傪偟側偑傜憱傝嫀偭偰偟傑偭偨丅=　福井把捡起的信封塞进怀里的口袋，脸色苍白地跑开了。
廐恖乽乧乧壌丄壗偐埆偄偙偲偟偨偐側丠乿=秋人「……我是不是做错什么了？」
丂乧乧偁偭丄傕偟偐偟偰丄暉堜偺傗偮偼埁偵儔僽儗僞乕偐壗偐傪搉偦偆偲巚偭偰偨傫偩傠偆偐丠=　……啊，难道说，福井那家伙是想给葵送情书之类的吗？
丂偩偗偳乧乧儔僽儗僞乕偭偰偄偆偺帺懱屆偔偝偄僀儊乕僕偑偁傞偺偵丄壓懯敔偺拞偵偭偰丄傕偺偡偛偄墹摴傪撍偭憱偭偰傞側丄暉堜偼丅=　但是……情书本身就给人一种老套的印象，还要放在鞋柜里，福井这家伙简直是在狂奔在王道路线上啊。
丂偱傕丄傗偭傁傝幾杺偟偰埆偐偭偨偐側丅=　不过，果然还是打扰到她了吧。
丂壌偼怱偺拞偱彮偟斀徣偟偨丅=　在心里稍微反省了一下。
丂偦傟偵偟偰傕乧乧埁偭偰傗偭傁儌僥傞傫偩側偀丅=　话说回来……葵果然很受欢迎啊。
廐恖乽偟偐偟丄暉堜偲埁丄偐偀乧乧丅暉堜偵偼埆偄偗偳擇恖偑暲傫偱曕偄偰傞巔偼惓捈憐憸偱偒側偄傛側偀乧乧乿=秋人「不过，福井和葵吗……虽然对福井有点抱歉，但老实说真的无法想象彼此两个并肩走路的样子啊……」
丠乽偁偭丄偄偨両両乿=？「啊，找到了！！」
丂壌偑撈傝尵傪欔偄偰偄傞偲丄懅偣偒愗偭偰丄埁偑嬱偗婑偭偰偒偨丅=　正自言自语着，葵气喘吁吁地跑了过来。
埁乽偆傆傆丄捛偄偮偄偨傢傛乿=葵「呵呵，我追上你了哦」
廐恖乽偁丄偁偁乧乧憗偐偭偨側乿=秋人「啊，嗯……你真快啊」
埁乽偩偐傜尵偭偨偱偟傚丄懸偭偰偰偭偰両乿=葵「所以我不是说了嘛，让你等等我！」
廐恖乽偆傞偝偄側偀乧偦傟偲偙傟偲偼暿栤戣偩乿=秋人「啰嗦死了…这是两码事好吗」
埁乽傫傆傆侓丂婐偟偄偔偣偵丄慺捈偠傖側偄傫偩偐傜乿=葵「哼哼　明明很高兴，却总是口是心非」
丂壌偵捛偄偮偄偨偺偑偦傫側偵婐偟偄偺偐丄埁偺儎僣偼柇偵僴僀僥儞僔儑儞偩丅=　那家伙葵似乎因为追上我而异常兴奋。
丂乧乧傕偟偐偟偰丄壌傪嬃偐偦偆偲挘傝愗偭偰偨偺偐丠=　……难道是为了给我个惊喜而这么卖力的？
丂傑偁丄曄偵婥棊偪偟偰傞埁傛傝偼偙偺曽偑偄偄偐丅=　不过，比起莫名消沉的葵，这样倒也不错。
廐恖乽偦傟傛傝傎傜丄婣傞偧乿=秋人「话说回来，咱们回家吧」
丂埁偲榖偟偰偄傞偆偪丄壌偺摢偺拞偐傜偝偭偒偺暉堜偺偙偲偼偡偭偐傝敳偗棊偪偰偄偨丅=　和葵聊天的时候，刚才福井的事已经完全从脑子里溜走了。
丂晹妶傕廔傢傝丄壌偼埁偲尐傪暲傋偰壠傊偺摴傪曕偄偰偄偨丅=　社团活动结束后，正和葵并肩走在回家的路上。
丂偡偱偵擔偼曢傟偰丄摴偼彊乆偵敄埫偔側偭偰偄偔丅=　太阳已经落山，街道逐渐变得昏暗起来。
丂廧戭奨偩偐傜丄偳偆偟偰傕捠峴恖偼彮側偄丅=　因为是住宅区，路上行人难免稀少。
丂壌偑偄偮傕埁偲堦弿偵婣傞偺偼丄儃僨傿僈乕僪傪寭偹偰偄傞偺偩丅=　总是和葵一起回家，也兼任着保镖的角色。
丂埁偺椉恊偐傜捈愙偍婅偄偝傟偨傜丄抐傞傢偗偵傕偄偐側偄丅=　如果葵的父母直接拜托的话，也不好拒绝。
丂傑丄抐傞婥偼側偄偗偳丅=　嘛，其实也没打算拒绝就是了。
廐恖乽偁乣旀傟偨暊尭偭偨乧乧乿=秋人「啊～好累好饿……」
埁乽傕偍丅廐恖偭偰婣傝偼偄偮傕偦傟偹乿=葵「真是的。秋人你每次回家都这样呢」
廐恖乽惓捈側婥帩偪傪岥偵偟偰傞偩偗偩乿=秋人「我只是在说实话而已」
埁乽枅擔暦偐偝傟傞傢偨偟偲偟偰偼丄偝偡偑偵偆傫偞傝傛乿=葵「作为每天都要听这话的我来说，实在是听腻了」
廐恖乽偍慜偩偭偰偄偮傕嬸抯尵偆偩傠乿=秋人「你不也总是抱怨吗」
埁乽尵偭偰側偄傢傛偍乿=葵「我才没有呢」
廐恖乽尵偭偰傞偝丅廐恖偼挬偑抶偄偩偺丄廐恖偼怘傋傞偙偲偟偐摢偵側偄偩偺丄廐恖偼僶僇偩偺乿=秋人「你明明就有。什么「秋人起床太晚啦」、「秋人脑子里只有吃」、「秋人是个笨蛋」之类的」
丂帺暘偱尵偭偰偍偒側偑傜丄壗偩偐暊偑棫偭偰偒偨丅=　自己说出口的时候，莫名其妙地感到有些生气。
埁乽偦傟偼帠幚偱偟傚乿=葵「那都是事实吧」
廐恖乽偍慜丄働儞僇攧偭偰傞偺偐丠乿=秋人「喂，你是在找茬吗？」
埁乽堘偆傢傛丅帠幚傪帠幚偲偟偰岥偵偟偰偳偙偑偄偗側偄偺乣丠乿=葵「才不是呢。把事实说出来有什么不对的嘛～？」
廐恖乽偰丄傔偊乧乧乿=秋人「你、你这家伙……」
丂偦傫側懠垽傕側偄夛榖傪孞傝峀偘偰偄傞偲乧乧丅=　正当我们进行着这种无聊的对话时……
丂傆偲丄攚屻偵晄壐側婥攝傪姶偠偨丅=　突然，感觉到背后有一股不祥的气息。
丂堦弖丄僀儎側梊姶偑壌偺慡恎傪嬱偗弰傞丅=　一瞬间，一种不好的预感席卷全身。
丂側傫偩丄偙偺偳偡崟偄姶妎偼乧乧丠=　这种阴暗的感觉是怎么回事……？
丂壗偐丄傗偽偄乧乧両=　有什么，不妙……！
丂婋尟偩乧乧両=　危险……！
丂壌偼怳傝曉傠偆偲偟偨丅=　我试图转身。
丂偩偑偦傟傛傝憗偔丄攚屻偺婥攝偑丄傕偺偡偛偄惃偄偱敆偭偰偒偨乗乗両=　但比那更快，背后的气息以惊人的势头逼近——！
丂乗乗僽儞僢両=　——嗖！
丂壌偼攚屻偐傜敆傞僷儞僠傪丄娫堦敮偐偄偔偖偭偨丅=　我险险躲过了从背后袭来的拳头。
丂偦偺傑傑丄廝偭偰偒偨憡庤偺摲尦偵僞僢僋儖偡傞丅=　就这样，朝着袭击者的腰部冲撞过去。
丂僪僇僢両=　砰！
丂傕偮傟崌偆傛偆偵偟偰搢傟崬傓丅=　纠缠在一起倒在地上。
丂偦偙偱偼偠傔偰丄廝偭偰偒偨搝偺惓懱偑暘偐傞丅=　这时才第一次看清袭击者的真面目。
丂乧乧廝偭偰偒偨偺偼丄懱堢嫵巘偺惓揷偩偭偨丅=　……袭击我的，是体育老师正田。
廐恖乽偰傔偊偭両乿=秋人「混蛋！」
丂壌偼偨傑傜偢丄惓揷偺婄柺傪墸傝偮偗傛偆偲榬傪怳傝偐傇偭偨丅=　忍无可忍，抬起手臂就要朝正田的脸上挥拳。
惓揷乽偁丄恄嶈偑偭両乿=正田「啊，神崎！」
丂惓揷偑壌偺攚屻傪巜偝偡丅=　正田指向背后。
廐恖乽偊偭両丠乿=秋人「诶！？」
丂壌偼乧乧怳傝曉偭偰偟傑偭偨丅=　……回头了。
丂偦偆偟偰偐傜丄巕嫙偩傑偟偺悌偩偲婥偯偔丅=　这才意识到中了这种骗小孩的把戏。
丂乗乗偟傑偭偨乧乧両=　——糟了……！
惓揷乽僶傽僇傔偉偭両両乿=正田「蠢货！！」
丂惓揷偑壌偺庱崻偭偙傪書偊崬傫偩丅=　正田抱住了脖子。
丂偦偺傑傑丄掲傔忋偘偰偔傞丅=　就这样，开始收紧。
廐恖乽偖偭乧乧両乿=秋人「呃……！」
丂僼儘儞僩僱僢僋儘僢僋偺忬懺偩丅=　处于前颈锁的状态。
丂壌偑偳傫側偵朶傟偰傕丄惓揷偼懢偄榬偵崬傔偨椡傪娚傔傛偆偲偟側偄丅=　无论我如何挣扎，正田都不肯放松他那粗壮手臂上的力道。
埁乽偁丄廐恖偋両両乿=葵「啊，秋人！！」
丂墦偔偱丄埁偺斶柭偑暦偙偊傞丅=　远处传来葵的尖叫声。
丂摝偘傠丄埁乧乧両=　快逃，葵……！
丂偩傫偩傫丄婥偑墦偔側傞乧乧丅=　渐渐地，意识开始模糊……
丂懅偑偱偒側偄乧乧嬯偟偄乧乧丅=　无法呼吸……好痛苦……
惓揷乽巆擮偩偭偨側偁棃惒偅丅恄嶈偼偄偨偩偔偤偊偭両乿=正田「真可惜啊来栖。神崎我就收下啦！」
丂惓揷偺椡偼僴儞僷偠傖側偐偭偨丅=　正田的力气简直不是人类该有的。
丂嬯偟偄乧乧偔傞乧乧偟乧乧偄乧乧丅=　好痛苦……好……痛……苦……
丂壌偺帇奅偼丄恀偭崟偵側偭偨乗乗丅=　视野渐渐变得一片漆黑——
搤庽乽廐恖両丂廐恖両乿=冬树「秋人！　秋人！」
丂壌偺懱傪丄扤偐偑梙傜偡丅=　有人在摇晃我的身体。
丂栚傪奐偔偲丄側偤偐傾僯僉偑壌傪偺偧偒崬傫偱偄偨丅=　睁开眼睛，不知为何大哥正俯视着我。
廐恖乽偁乧乧傾僯僉乧乧丠乿=秋人「啊……大哥……？」
搤庽乽廐恖丄戝忎晇偐丠丂傃偭偔傝偟偨傛丄摴偺恀傫拞偵偍慜偑怮偰傞傫偩偐傜乿=冬树「秋人，你没事吧？　吓死我了，你居然躺在大马路中间睡觉」
丂摴偺恀傫拞偱乧乧怮偰偨丠丂壌偑丠=　在大马路中间……睡觉？　我？
廐恖乽乧乧偳偆偟偰丄傾僯僉偑偙偙偵丠乿=秋人「……大哥怎么会在这里？」
搤庽乽嶶曕偟偰偨傫偩傛丅杔偵尒偮偗偰傕傜偊偰傛偐偭偨側丅偱側偄偲偍慜丄堦斢拞偙偙偱怮偰偨偧乿=冬树「我在散步啊。幸好被我发现了。要不然你可能整晚都要睡在这里了」
丂憡曄傢傜偢偲傏偗偨偙偲傪尵偭偰偄傞丅=　还是一如既往地说着糊涂话。
丂摢偑傏傫傗傝偲偟偰偄傞丅傛偔巚偄弌偣側偄丅=　头脑有点昏沉。记不太清楚了。
丂偊偭偲丄偳偆偟偰壌偼摴偱怮偰傞傫偩丠=　呃，为什么我会睡在路上呢？
搤庽乽偄偭偨偄壗偑偁偭偨傫偩丠乿=冬树「到底发生什么事了？」
丂庱偑彮偟捝傓丅=　脖子有点疼。
丂偦傟偱丄壌偼偡傋偰巚偄偩偟偨丅=　然后，全都想起来了。
丂惓揷偑廝偭偰偒偰丄壌偼婥愨偟偰乧乧丅=　正田袭击了我，然后我就昏过去了……
廐恖乽偁丄埁両丂埁偼乗乗両丠乿=秋人「啊，葵！　葵她——！？」
丂壌偼峇偰偰婲偒忋偑傝丄廃埻傪尒夞偟偨丅=　慌忙站起身来，环顾四周。
丂扤傕偄側偄丅壌偲傾僯僉偩偗偩丅=　一个人都没有。只有我和老哥。
搤庽乽埁偪傖傫丠丂尒側偐偭偨偧乿=冬树「葵酱？没看到啊」
廐恖乽側丄側傫偰偙偭偨乧乧乿=秋人「该、该死……」
丂惓揷偩丅惓揷偑丄埁傪楢傟嫀偭偨傫偩丅=　是正田。正田把葵带走了。
丂傗偽偄乧乧埁偑婋側偄乧乧偳偆偡傞乧乧偳偆偡傞乧乧丅=　糟了……葵有危险……怎么办……怎么办……
丂惓揷偲傑偲傕偵傗傝崌偭偨傜丄壌偠傖彑偰側偄丅儎僣偺懱椡偼掙側偟偩丅=　如果正面和正田对抗，我肯定赢不了。那家伙的体力简直无穷无尽。
丂偳偆偟偨傜偄偄乧乧丅=　该怎么办才好……
搤庽乽廐恖丄偳偆偄偆偙偲側傫偩丠丂埁偪傖傫偑偳偆偐偟偨偺偐丠乿=冬树「秋人，这是怎么回事？葵酱出什么事了吗？」
丂壌偼傾僯僉傪偠偭偲尒偮傔偨丅=　直直地盯着老哥。
丂傾僯僉偵嫤椡傪嬄偘偽丄偙傟傎偳怱嫮偄偙偲偼側偄丅=　如果能得到老哥的帮助，再没有比这更让人安心的了。
丂擇懳堦側傜丄惓揷偵傕懢搧懪偪偱偒傞丅=　二对一的话，说不定能与正田抗衡。
丂偱傕乧乧偦偆側傟偽丄僾儘僕僃僋僩偵傾僯僉傪姫偒崬傓偙偲偵側傞乧乧丅=　但是……那样的话，就会把老哥卷入这个计划中……
搤庽乽廐恖乿=冬树「秋人」
丂傾僯僉偼傑偭偡偖偵壌傪尒偮傔曉偟偰偒偨丅=　老哥直勾勾地回望着。
丂偦偆偩丄壗傪鏢鏞偆偙偲偑偁傞丅=　对啊，有什么好犹豫的。
丂埁傪彆偗傞偙偲偑丄壗傛傝傕戝愗側傫偩丅=　帮助葵，是最重要的事。
丂壌偼妎屽傪寛傔偨丅傾僯僉側傜丄暘偐偭偰偔傟傞丅=　我下定了决心。老哥一定能理解。
廐恖乽傾僯僉乧乧彆偗偰偔傟乿=秋人「老哥……帮帮我」
搤庽乽怺崗乧乧傒偨偄偩側乿=冬树「看起来……很严重啊」
丂壌偼偆側偢偒丄棫偪忋偑偭偨丅=　点了点头，站了起来。
廐恖乽埁偑丄惓揷偵偝傜傢傟偨丅彆偗偵峴偔両乿=秋人「葵被正田绑架了。我要去救她！」
搤庽乽埁偪傖傫偑偝傜傢傟偨乧両丠乿=冬树「葵酱被绑架了…！？」
丂傾僯僉偼傢偢偐偵嬃偄偰尒偣偨丅=　老哥露出了些许惊讶的表情。
丂偩偑偡偖偵昞忣傪堷偒掲傔丄偆側偢偄偨丅=　但他很快收敛了表情，点了点头。
